Hanzi,Pinyin,English,Hanzi + Pinyin,Pinyin + English
她看起来年纪好轻，我以为她二十五岁。,"Tā kàn qǐlái niánjì hǎo qīng, wǒ yǐwéi tā èrshíwǔ suì.","She looks very young, I thought she was only twenty-five years old.","她看起来年纪好轻，我以为她二十五岁。 - Tā kàn qǐlái niánjì hǎo qīng, wǒ yǐwéi tā èrshíwǔ suì.","Tā kàn qǐlái niánjì hǎo qīng, wǒ yǐwéi tā èrshíwǔ suì. - She looks very young, I thought she was only twenty-five years old."
今天我们走过一家新的开面包店。,Jīntiān wǒmen zǒuguò yījiā xīn de kāi miànbāo diàn.,Today we went to a newly opened bakery.,今天我们走过一家新的开面包店。 - Jīntiān wǒmen zǒuguò yījiā xīn de kāi miànbāo diàn.,Jīntiān wǒmen zǒuguò yījiā xīn de kāi miànbāo diàn. - Today we went to a newly opened bakery.
请你给我一根筷子。,Qǐng nǐ gěi wǒ yī gēn kuài zǐ.,Please give me a chopstick.,请你给我一根筷子。 - Qǐng nǐ gěi wǒ yī gēn kuài zǐ.,Qǐng nǐ gěi wǒ yī gēn kuài zǐ. - Please give me a chopstick.
你的笑话一点都不好笑。,Nǐ de xiàohuà yīdiǎn dōu bù hǎoxiào.,Your jokes are not funny at all.,你的笑话一点都不好笑。 - Nǐ de xiàohuà yīdiǎn dōu bù hǎoxiào.,Nǐ de xiàohuà yīdiǎn dōu bù hǎoxiào. - Your jokes are not funny at all.
这一句话的意思是什么？,Zhè yījù huà de yìsi shì shénme?,What is the meaning of this sentence?,这一句话的意思是什么？ - Zhè yījù huà de yìsi shì shénme?,Zhè yījù huà de yìsi shì shénme? - What is the meaning of this sentence?
我都会把压岁钱存在银行。,Wǒ dūhuì bǎ yāsuìqián cúnzài yínháng.,I will put my New Year's money in the bank.,我都会把压岁钱存在银行。 - Wǒ dūhuì bǎ yāsuìqián cúnzài yínháng.,Wǒ dūhuì bǎ yāsuìqián cúnzài yínháng. - I will put my New Year's money in the bank.
红包的钱只能放偶数。,Hóngbāo de qián zhǐ néng fàng ǒushù.,You can only put 'even amounts' of money in red envelopes.,红包的钱只能放偶数。 - Hóngbāo de qián zhǐ néng fàng ǒushù.,Hóngbāo de qián zhǐ néng fàng ǒushù. - You can only put 'even amounts' of money in red envelopes.
她给我提的建议很有道理。,Tā gěi wǒ tí de jiànyì hěn yǒu dàolǐ.,The suggestion she gave to me made a lot of sense.,她给我提的建议很有道理。 - Tā gěi wǒ tí de jiànyì hěn yǒu dàolǐ.,Tā gěi wǒ tí de jiànyì hěn yǒu dàolǐ. - The suggestion she gave to me made a lot of sense.
我把这个月的零花钱存起来，因为下个月我要买演唱会的票。,"Wǒ bǎ zhège yuè de línghuā qián cún qǐlái, yīnwèi xià gè yuè wǒ yāomǎi yǎnchànghuì de piào.",I save my pocket money this month because I want to buy a concert ticket next month.,"我把这个月的零花钱存起来，因为下个月我要买演唱会的票。 - Wǒ bǎ zhège yuè de línghuā qián cún qǐlái, yīnwèi xià gè yuè wǒ yāomǎi yǎnchànghuì de piào.","Wǒ bǎ zhège yuè de línghuā qián cún qǐlái, yīnwèi xià gè yuè wǒ yāomǎi yǎnchànghuì de piào. - I save my pocket money this month because I want to buy a concert ticket next month."
她父亲不允许他们俩结婚。,Tā fùqīn bù yǔnxǔ tāmen liǎ jiéhūn.,Her father did not allow them to get married.,她父亲不允许他们俩结婚。 - Tā fùqīn bù yǔnxǔ tāmen liǎ jiéhūn.,Tā fùqīn bù yǔnxǔ tāmen liǎ jiéhūn. - Her father did not allow them to get married.
早餐很重要不能乱吃。,Zǎo cān hěn zhòng yào bù néng luàn chī.,"Breakfast is very important, you can't just eat whatever.",早餐很重要不能乱吃。 - Zǎo cān hěn zhòng yào bù néng luàn chī.,"Zǎo cān hěn zhòng yào bù néng luàn chī. - Breakfast is very important, you can't just eat whatever."
日本的首都是东京。,Rìběn de shǒudū shì dōngjīng.,The capital of Japan is Tokyo.,日本的首都是东京。 - Rìběn de shǒudū shì dōngjīng.,Rìběn de shǒudū shì dōngjīng. - The capital of Japan is Tokyo.
这首歌是现在最流行的歌。,Zhè shǒu gē shì xiànzài zuì liúxíng de gē.,This is the most popular song right now.,这首歌是现在最流行的歌。 - Zhè shǒu gē shì xiànzài zuì liúxíng de gē.,Zhè shǒu gē shì xiànzài zuì liúxíng de gē. - This is the most popular song right now.
他怕脏，所以每天打扫。,"Tā pà zāng, suǒyǐ měitiān dǎsǎo.",He's so dirty that I have to clean every day.,"他怕脏，所以每天打扫。 - Tā pà zāng, suǒyǐ měitiān dǎsǎo.","Tā pà zāng, suǒyǐ měitiān dǎsǎo. - He's so dirty that I have to clean every day."
我需要你再解释的详细一点，因为我还是不太理解。,"Wǒ xūyào nǐ zài jiěshì de xiángxì yīdiǎn, yīnwèi wǒ háishì bù tài lǐjiě.",I need you to explain the details a bit more since I still don't understand.,"我需要你再解释的详细一点，因为我还是不太理解。 - Wǒ xūyào nǐ zài jiěshì de xiángxì yīdiǎn, yīnwèi wǒ háishì bù tài lǐjiě.","Wǒ xūyào nǐ zài jiěshì de xiángxì yīdiǎn, yīnwèi wǒ háishì bù tài lǐjiě. - I need you to explain the details a bit more since I still don't understand."
冷静地考虑一下这件事吧。,Lěngjìng de kǎolǜ yīxià zhè jiàn shì ba.,Calmly consider this matter.,冷静地考虑一下这件事吧。 - Lěngjìng de kǎolǜ yīxià zhè jiàn shì ba.,Lěngjìng de kǎolǜ yīxià zhè jiàn shì ba. - Calmly consider this matter.
你理解我的意思吗？需不需要我在解释一遍？,Nǐ lǐjiě wǒ de yìsi ma? Xū bù xūyào wǒ zài jiěshì yībiàn?,Do you understand what I mean? Do you want me to explain it again?,你理解我的意思吗？需不需要我在解释一遍？ - Nǐ lǐjiě wǒ de yìsi ma? Xū bù xūyào wǒ zài jiěshì yībiàn?,Nǐ lǐjiě wǒ de yìsi ma? Xū bù xūyào wǒ zài jiěshì yībiàn? - Do you understand what I mean? Do you want me to explain it again?
他平时脾气都很好，但是你今天说到不该说的东西，他才会那么生气。,"Tā píngshí píqì dōu hěn hǎo, dànshì nǐ jīntiān shuō dào bù gāi shuō de dōngxī, tā cái huì nàme shēngqì.","He usually has a very good temper, but today, when you said that thing you shouldn't have, he became really angry.","他平时脾气都很好，但是你今天说到不该说的东西，他才会那么生气。 - Tā píngshí píqì dōu hěn hǎo, dànshì nǐ jīntiān shuō dào bù gāi shuō de dōngxī, tā cái huì nàme shēngqì.","Tā píngshí píqì dōu hěn hǎo, dànshì nǐ jīntiān shuō dào bù gāi shuō de dōngxī, tā cái huì nàme shēngqì. - He usually has a very good temper, but today, when you said that thing you shouldn't have, he became really angry."
在很冷的冬天喝一杯热热的巧克力，就很幸福了。,"Zài hěn lěng de dōngtiān hè yībēi rè rè de qiǎokèlì, jiù hěn xìngfúle.",It's quite nice to enjoy a cup of hot chocolate during the cold winter.,"在很冷的冬天喝一杯热热的巧克力，就很幸福了。 - Zài hěn lěng de dōngtiān hè yībēi rè rè de qiǎokèlì, jiù hěn xìngfúle.","Zài hěn lěng de dōngtiān hè yībēi rè rè de qiǎokèlì, jiù hěn xìngfúle. - It's quite nice to enjoy a cup of hot chocolate during the cold winter."
跟他说用过的碗盘要洗，他还是都不洗，我快被他气得受不了了。,"Gēn tā shuō yòngguò de wǎn pán yào xǐ, tā háishì dōu bù xǐ, wǒ kuài bèi tā qì dé shòu bùliǎole.","I told him to wash the plates he had used, but he didn't clean them, now I'm so angry I can't stand it.","跟他说用过的碗盘要洗，他还是都不洗，我快被他气得受不了了。 - Gēn tā shuō yòngguò de wǎn pán yào xǐ, tā háishì dōu bù xǐ, wǒ kuài bèi tā qì dé shòu bùliǎole.","Gēn tā shuō yòngguò de wǎn pán yào xǐ, tā háishì dōu bù xǐ, wǒ kuài bèi tā qì dé shòu bùliǎole. - I told him to wash the plates he had used, but he didn't clean them, now I'm so angry I can't stand it."
这个地区是这里地价最高的地方。,Zhège dìqū shì zhèlǐ dìjià zuìgāo dì dìfāng.,This area has the highest priced land.,这个地区是这里地价最高的地方。 - Zhège dìqū shì zhèlǐ dìjià zuìgāo dì dìfāng.,Zhège dìqū shì zhèlǐ dìjià zuìgāo dì dìfāng. - This area has the highest priced land.
这个结果没打到我的期望。,Zhège jiéguǒ méi dǎ dào wǒ de qīwàng.,This results did not meet my expectations.,这个结果没打到我的期望。 - Zhège jiéguǒ méi dǎ dào wǒ de qīwàng.,Zhège jiéguǒ méi dǎ dào wǒ de qīwàng. - This results did not meet my expectations.
要提醒主管有十点的时候有会议。,Yào tíxǐng zhǔguǎn yǒu shí diǎn de shíhòu yǒu huìyì.,Remind the supervisors there's a meeting at ten o'clock.,要提醒主管有十点的时候有会议。 - Yào tíxǐng zhǔguǎn yǒu shí diǎn de shíhòu yǒu huìyì.,Yào tíxǐng zhǔguǎn yǒu shí diǎn de shíhòu yǒu huìyì. - Remind the supervisors there's a meeting at ten o'clock.
感谢我的爸爸妈妈，给我这个家。,"Gǎnxiè wǒ de bàba māmā, gěi wǒ zhège jiā.",Thank you to my parents for giving me this home.,"感谢我的爸爸妈妈，给我这个家。 - Gǎnxiè wǒ de bàba māmā, gěi wǒ zhège jiā.","Gǎnxiè wǒ de bàba māmā, gěi wǒ zhège jiā. - Thank you to my parents for giving me this home."
你能来这次的聚会另我十分惊喜。,Nǐ néng lái zhè cì de jùhuì lìng wǒ shífēn jīngxǐ.,I am pleasantly surprised that you can come to this party.,你能来这次的聚会另我十分惊喜。 - Nǐ néng lái zhè cì de jùhuì lìng wǒ shífēn jīngxǐ.,Nǐ néng lái zhè cì de jùhuì lìng wǒ shífēn jīngxǐ. - I am pleasantly surprised that you can come to this party.
到目前都没什么问题，有问题的话会通知你。,"Dào mùqián dōu méishénme wèntí, yǒu wèntí dehuà huì tōngzhī nǐ.","Up until now, there's been no problem, if there is a problem I'll inform you.","到目前都没什么问题，有问题的话会通知你。 - Dào mùqián dōu méishénme wèntí, yǒu wèntí dehuà huì tōngzhī nǐ.","Dào mùqián dōu méishénme wèntí, yǒu wèntí dehuà huì tōngzhī nǐ. - Up until now, there's been no problem, if there is a problem I'll inform you."
下个星期受到北风的影响，天气会变冷。,"Xià ge xīngqī shòudào běi fēng de yǐngxiǎng, tiānqì huì biàn lěng.",The weather will be colder next week because will be affected by the north wind.,"下个星期受到北风的影响，天气会变冷。 - Xià ge xīngqī shòudào běi fēng de yǐngxiǎng, tiānqì huì biàn lěng.","Xià ge xīngqī shòudào běi fēng de yǐngxiǎng, tiānqì huì biàn lěng. - The weather will be colder next week because will be affected by the north wind."
他抽奖获得了一百张电影票。,Tā chōujiǎng huòdéle yībǎi zhāng diànyǐng piào.,He won a hundred movie tickets.,他抽奖获得了一百张电影票。 - Tā chōujiǎng huòdéle yībǎi zhāng diànyǐng piào.,Tā chōujiǎng huòdéle yībǎi zhāng diànyǐng piào. - He won a hundred movie tickets.
他这次失败是因为，他对自己没自信。,"Tā zhè cì shībài shì yīnwèi, tā duì zìjǐ méi zìxìn.",He failed this time because he didn't believe in himself.,"他这次失败是因为，他对自己没自信。 - Tā zhè cì shībài shì yīnwèi, tā duì zìjǐ méi zìxìn.","Tā zhè cì shībài shì yīnwèi, tā duì zìjǐ méi zìxìn. - He failed this time because he didn't believe in himself."
这次的汉语考试有二十题的听力。,Zhè cì de hànyǔ kǎoshì yǒu èrshí tí de tīnglì.,The Chinese test has twenty listening comprehension questions this time.,这次的汉语考试有二十题的听力。 - Zhè cì de hànyǔ kǎoshì yǒu èrshí tí de tīnglì.,Zhè cì de hànyǔ kǎoshì yǒu èrshí tí de tīnglì. - The Chinese test has twenty listening comprehension questions this time.
台风以每小时二十公里的速度接近菲律宾。,Táifēng yǐ měi xiǎoshí èrshí gōnglǐ de sùdù jiējìn fēilǜbīn.,The typhoon is getting closer to the Philippines at a rate of twenty kilometers per hour.,台风以每小时二十公里的速度接近菲律宾。 - Táifēng yǐ měi xiǎoshí èrshí gōnglǐ de sùdù jiējìn fēilǜbīn.,Táifēng yǐ měi xiǎoshí èrshí gōnglǐ de sùdù jiējìn fēilǜbīn. - The typhoon is getting closer to the Philippines at a rate of twenty kilometers per hour.
我很喜欢上学，因为可以看到我的朋友。,"Wǒ hěn xǐhuān shàngxué, yīnwèi kěyǐ kàn dào wǒ de péngyǒu.",I like to go to school because I get to see my friends.,"我很喜欢上学，因为可以看到我的朋友。 - Wǒ hěn xǐhuān shàngxué, yīnwèi kěyǐ kàn dào wǒ de péngyǒu.","Wǒ hěn xǐhuān shàngxué, yīnwèi kěyǐ kàn dào wǒ de péngyǒu. - I like to go to school because I get to see my friends."
我的汉语水平不高，但是我希望以后可以通过汉语水平考试六级。,"Wǒ de hànyǔ shuǐpíng bù gāo, dànshì wǒ xīwàng yǐhòu kěyǐ tōngguò hànyǔ shuǐpíng kǎoshì liù jí.","My Chinese level is not that high, but I hope one day I can pass HSK six.","我的汉语水平不高，但是我希望以后可以通过汉语水平考试六级。 - Wǒ de hànyǔ shuǐpíng bù gāo, dànshì wǒ xīwàng yǐhòu kěyǐ tōngguò hànyǔ shuǐpíng kǎoshì liù jí.","Wǒ de hànyǔ shuǐpíng bù gāo, dànshì wǒ xīwàng yǐhòu kěyǐ tōngguò hànyǔ shuǐpíng kǎoshì liù jí. - My Chinese level is not that high, but I hope one day I can pass HSK six."
我会在明天中午之前离开。,Wǒ huì zài míngtiān zhōngwǔ zhīqián líkāi.,I will leave before noon tomorrow.,我会在明天中午之前离开。 - Wǒ huì zài míngtiān zhōngwǔ zhīqián líkāi.,Wǒ huì zài míngtiān zhōngwǔ zhīqián líkāi. - I will leave before noon tomorrow.
她骄傲地听不进去任何人的意见！,Tā jiāo'ào de tīng bù jìnqù rènhé rén de yìjiàn!,She proudly listens to anyone's opinion!,她骄傲地听不进去任何人的意见！ - Tā jiāo'ào de tīng bù jìnqù rènhé rén de yìjiàn!,Tā jiāo'ào de tīng bù jìnqù rènhé rén de yìjiàn! - She proudly listens to anyone's opinion!
她在这方面是完全不懂的。,Tā zài zhè fāngmiàn shì wánquán bù dǒng de.,"In this aspect, she is completely clueless.",她在这方面是完全不懂的。 - Tā zài zhè fāngmiàn shì wánquán bù dǒng de.,"Tā zài zhè fāngmiàn shì wánquán bù dǒng de. - In this aspect, she is completely clueless."
这个孩子很害羞，不爱叫人。,"Zhège háizi hěn hàixiū, bù ài jiào rén.",This child is very shy and doesn't like to meet people.,"这个孩子很害羞，不爱叫人。 - Zhège háizi hěn hàixiū, bù ài jiào rén.","Zhège háizi hěn hàixiū, bù ài jiào rén. - This child is very shy and doesn't like to meet people."
她的表情非常奇怪，是不是吃到怪东西了？,"Tā de biǎoqíng fēicháng qíguài, shì bùshì chī dào guài dōngxīle?","Her expression is very strange, did he eat something weird?","她的表情非常奇怪，是不是吃到怪东西了？ - Tā de biǎoqíng fēicháng qíguài, shì bùshì chī dào guài dōngxīle?","Tā de biǎoqíng fēicháng qíguài, shì bùshì chī dào guài dōngxīle? - Her expression is very strange, did he eat something weird?"
这部电影出现了一百个以上的人物。,Zhè bù diànyǐng chūxiànle yībǎi gè yǐshàng de rénwù.,More than a hundred characters appeared in the film.,这部电影出现了一百个以上的人物。 - Zhè bù diànyǐng chūxiànle yībǎi gè yǐshàng de rénwù.,Zhè bù diànyǐng chūxiànle yībǎi gè yǐshàng de rénwù. - More than a hundred characters appeared in the film.
我对他的第一印象其实不太好。,Wǒ duì tā de dì yī yìnxiàng qíshí bù tài hǎo.,My first impression of him wasn't so good.,我对他的第一印象其实不太好。 - Wǒ duì tā de dì yī yìnxiàng qíshí bù tài hǎo.,Wǒ duì tā de dì yī yìnxiàng qíshí bù tài hǎo. - My first impression of him wasn't so good.
下次你来我的国家玩，我免费当你的向导。,"Xiàcì nǐ lái wǒ de guójiā wán, wǒ miǎnfèi dāng nǐ de xiàngdǎo.","Next time you come to my country, I'll be your free tour guide.","下次你来我的国家玩，我免费当你的向导。 - Xiàcì nǐ lái wǒ de guójiā wán, wǒ miǎnfèi dāng nǐ de xiàngdǎo.","Xiàcì nǐ lái wǒ de guójiā wán, wǒ miǎnfèi dāng nǐ de xiàngdǎo. - Next time you come to my country, I'll be your free tour guide."
你必须重新考虑这个计划。,Nǐ bìxū chóngxīn kǎolǜ zhège jìhuà.,You have to reconsider this plan.,你必须重新考虑这个计划。 - Nǐ bìxū chóngxīn kǎolǜ zhège jìhuà.,Nǐ bìxū chóngxīn kǎolǜ zhège jìhuà. - You have to reconsider this plan.
到时候我们再考虑吧。,Dào shíhòu wǒmen zài kǎolǜ ba.,We'll think about it in due time.,到时候我们再考虑吧。 - Dào shíhòu wǒmen zài kǎolǜ ba.,Dào shíhòu wǒmen zài kǎolǜ ba. - We'll think about it in due time.
办公室的分机号码是零零八。,Bàngōngshì de fēnjī hàomǎ shì líng líng bā.,The office extension number is zero zero eight.,办公室的分机号码是零零八。 - Bàngōngshì de fēnjī hàomǎ shì líng líng bā.,Bàngōngshì de fēnjī hàomǎ shì líng líng bā. - The office extension number is zero zero eight.
一大早打扰你真抱歉，但是我有非常紧急的事情。,"Yī dà zǎo dǎrǎo nǐ zhēn bàoqiàn, dànshì wǒ yǒu fēicháng jǐnjí de shìqíng.","Sorry to disturb you early in the morning, but I have an urgent matter.","一大早打扰你真抱歉，但是我有非常紧急的事情。 - Yī dà zǎo dǎrǎo nǐ zhēn bàoqiàn, dànshì wǒ yǒu fēicháng jǐnjí de shìqíng.","Yī dà zǎo dǎrǎo nǐ zhēn bàoqiàn, dànshì wǒ yǒu fēicháng jǐnjí de shìqíng. - Sorry to disturb you early in the morning, but I have an urgent matter."
"我出生在很远的地方,那里的生活条件很差。","Wǒ chūshēng zài hěn yuǎn dì dìfāng, nàlǐ de shēnghuó tiáojiàn hěn chà.",I was born far away in a place with poor living conditions.,"我出生在很远的地方,那里的生活条件很差。 - Wǒ chūshēng zài hěn yuǎn dì dìfāng, nàlǐ de shēnghuó tiáojiàn hěn chà.","Wǒ chūshēng zài hěn yuǎn dì dìfāng, nàlǐ de shēnghuó tiáojiàn hěn chà. - I was born far away in a place with poor living conditions."
我买了一些二手家具，他们看起来很都很新，也没有太大的问题。,"Wǒ mǎile yīxiē èrshǒu jiājù, tāmen kàn qǐlái hěn dōu hěn xīn, yě méiyǒu tài dà de wèntí.","I bought some second-hand furniture, they look like new, so it's not much of a problem.","我买了一些二手家具，他们看起来很都很新，也没有太大的问题。 - Wǒ mǎile yīxiē èrshǒu jiājù, tāmen kàn qǐlái hěn dōu hěn xīn, yě méiyǒu tài dà de wèntí.","Wǒ mǎile yīxiē èrshǒu jiājù, tāmen kàn qǐlái hěn dōu hěn xīn, yě méiyǒu tài dà de wèntí. - I bought some second-hand furniture, they look like new, so it's not much of a problem."
妈妈在客厅挂了很多山水画。,Māmā zài kètīng guàle hěnduō shānshuǐhuà.,Mother hung a lot of landscape paintings in the living room.,妈妈在客厅挂了很多山水画。 - Māmā zài kètīng guàle hěnduō shānshuǐhuà.,Māmā zài kètīng guàle hěnduō shānshuǐhuà. - Mother hung a lot of landscape paintings in the living room.
衣服放入洗衣机前，要先检查口袋里有没有东西？,"Yīfú fàng rù xǐyījī qián, yào xiān jiǎnchá kǒudài li yǒu méiyǒu dōngxī?",Did you check to make sure there's nothing in the pockets before you put clothes into the washing machine?,"衣服放入洗衣机前，要先检查口袋里有没有东西？ - Yīfú fàng rù xǐyījī qián, yào xiān jiǎnchá kǒudài li yǒu méiyǒu dōngxī?","Yīfú fàng rù xǐyījī qián, yào xiān jiǎnchá kǒudài li yǒu méiyǒu dōngxī? - Did you check to make sure there's nothing in the pockets before you put clothes into the washing machine?"
如果你有任何问题，随时问我，不用担心。,"Rúguǒ nǐ yǒu rènhé wèntí, suíshí wèn wǒ, bùyòng dānxīn.","If you have any questions, ask me at anytime, no need to worry.","如果你有任何问题，随时问我，不用担心。 - Rúguǒ nǐ yǒu rènhé wèntí, suíshí wèn wǒ, bùyòng dānxīn.","Rúguǒ nǐ yǒu rènhé wèntí, suíshí wèn wǒ, bùyòng dānxīn. - If you have any questions, ask me at anytime, no need to worry."
加拿大航空公司没有飞往尼日利亚的班机.,Jiānádà hángkōng gōngsī méiyǒu fēi wǎng Nírìlìyà de bānjī.,Air Canada does not fly to Nigeria.,加拿大航空公司没有飞往尼日利亚的班机. - Jiānádà hángkōng gōngsī méiyǒu fēi wǎng Nírìlìyà de bānjī.,Jiānádà hángkōng gōngsī méiyǒu fēi wǎng Nírìlìyà de bānjī. - Air Canada does not fly to Nigeria.
我先买单程的机票，因为我还不确定什么时候回来。,"Wǒ xiān mǎidān chéng de jīpiào, yīnwèi wǒ hái bù quèdìng shénme shíhòu huílái.",I would like to buy a one-way ticket because I am not sure when I'll come back.,"我先买单程的机票，因为我还不确定什么时候回来。 - Wǒ xiān mǎidān chéng de jīpiào, yīnwèi wǒ hái bù quèdìng shénme shíhòu huílái.","Wǒ xiān mǎidān chéng de jīpiào, yīnwèi wǒ hái bù quèdìng shénme shíhòu huílái. - I would like to buy a one-way ticket because I am not sure when I'll come back."
请签名并且把资料在三天内寄回来。,Qǐng qiānmíng bìngqiě bǎ zīliào zài sān tiānnèi jì huílái.,Please sign and send back the information within three days.,请签名并且把资料在三天内寄回来。 - Qǐng qiānmíng bìngqiě bǎ zīliào zài sān tiānnèi jì huílái.,Qǐng qiānmíng bìngqiě bǎ zīliào zài sān tiānnèi jì huílái. - Please sign and send back the information within three days.
因为台风的关系，航空公司取消了许多航班。,"Yīnwèi táifēng de guānxì, hángkōng gōngsī qǔxiāole xǔduō hángbān.","Because of the typhoon, the airline canceled many flights.","因为台风的关系，航空公司取消了许多航班。 - Yīnwèi táifēng de guānxì, hángkōng gōngsī qǔxiāole xǔduō hángbān.","Yīnwèi táifēng de guānxì, hángkōng gōngsī qǔxiāole xǔduō hángbān. - Because of the typhoon, the airline canceled many flights."
爸爸的飞机会在早上五点起飞。,Bàba de fēijī huì zài zǎoshang wǔ diǎn qǐfēi.,Dad's plane will take off at five in the morning.,爸爸的飞机会在早上五点起飞。 - Bàba de fēijī huì zài zǎoshang wǔ diǎn qǐfēi.,Bàba de fēijī huì zài zǎoshang wǔ diǎn qǐfēi. - Dad's plane will take off at five in the morning.
因为工作内容困难所以推迟了预计的完成时间。,Yīnwèi gōngzuò nèiróng kùn nàn suǒyǐ tuīchíle yùjì de wánchéng shíjiān.,"Because of the difficulty of work, we delayed the expected completion time.",因为工作内容困难所以推迟了预计的完成时间。 - Yīnwèi gōngzuò nèiróng kùn nàn suǒyǐ tuīchíle yùjì de wánchéng shíjiān.,"Yīnwèi gōngzuò nèiróng kùn nàn suǒyǐ tuīchíle yùjì de wánchéng shíjiān. - Because of the difficulty of work, we delayed the expected completion time."
最后一班火车是十一点五十发车。,Zuìhòu yī bān huǒchē shì shíyī diǎn wǔshí fāchē。,The last train leaves at eleven o'clock.,最后一班火车是十一点五十发车。 - Zuìhòu yī bān huǒchē shì shíyī diǎn wǔshí fāchē。,Zuìhòu yī bān huǒchē shì shíyī diǎn wǔshí fāchē。 - The last train leaves at eleven o'clock.
这个画家的画风非常可爱。,Zhège huàjiā de huà fēng fēicháng kě'ài.,This painter's style is very cute.,这个画家的画风非常可爱。 - Zhège huàjiā de huà fēng fēicháng kě'ài.,Zhège huàjiā de huà fēng fēicháng kě'ài. - This painter's style is very cute.
我一直都很想养一只猫头鹰。,Wǒ yīzhí dōu hěn xiǎng yǎng yī zhī māotóuyīng.,I always wanted to raise an owl.,我一直都很想养一只猫头鹰。 - Wǒ yīzhí dōu hěn xiǎng yǎng yī zhī māotóuyīng.,Wǒ yīzhí dōu hěn xiǎng yǎng yī zhī māotóuyīng. - I always wanted to raise an owl.
我以为你是中国人，因为你说的汉语完全没有口音！,"Wǒ yǐwéi nǐ shì Zhōngguórén, yīnwèi nǐ shuō de hànyǔ wánquán méiyǒu kǒuyīn!",I thought you were Chinese because you spoken Mandarin has no accent at all!,"我以为你是中国人，因为你说的汉语完全没有口音！ - Wǒ yǐwéi nǐ shì Zhōngguórén, yīnwèi nǐ shuō de hànyǔ wánquán méiyǒu kǒuyīn!","Wǒ yǐwéi nǐ shì Zhōngguórén, yīnwèi nǐ shuō de hànyǔ wánquán méiyǒu kǒuyīn! - I thought you were Chinese because you spoken Mandarin has no accent at all!"
这里绝对绝对不能出问题。,Zhèlǐ juéduì juéduì bùnéng chū wèntí.,Here we absolutely can not make mistakes.,这里绝对绝对不能出问题。 - Zhèlǐ juéduì juéduì bùnéng chū wèntí.,Zhèlǐ juéduì juéduì bùnéng chū wèntí. - Here we absolutely can not make mistakes.
科学技术的发展非常地快速。,Kēxué jìshù de fāzhǎn fēicháng de kuàisù.,The development of science and technology is very fast.,科学技术的发展非常地快速。 - Kēxué jìshù de fāzhǎn fēicháng de kuàisù.,Kēxué jìshù de fāzhǎn fēicháng de kuàisù. - The development of science and technology is very fast.
我比预定出生的时间晚了一星期出生。,Wǒ bǐ yùdìng chūshēng de shíjiān wǎn le yī xīngqī chūshēng.,I was born a week later the due date.,我比预定出生的时间晚了一星期出生。 - Wǒ bǐ yùdìng chūshēng de shíjiān wǎn le yī xīngqī chūshēng.,Wǒ bǐ yùdìng chūshēng de shíjiān wǎn le yī xīngqī chūshēng. - I was born a week later the due date.
最后一个下班的人要记得关办公室的电灯。,Zuìhòu yīgè xiàbān de rén yào jìdé guān bàngōngshì de diàndēng.,The last one off work should remember to turn off the office lights.,最后一个下班的人要记得关办公室的电灯。 - Zuìhòu yīgè xiàbān de rén yào jìdé guān bàngōngshì de diàndēng.,Zuìhòu yīgè xiàbān de rén yào jìdé guān bàngōngshì de diàndēng. - The last one off work should remember to turn off the office lights.
他为他的发明申请了专利。,Tā wèi tā de fāmíng shēnqǐngle zhuānlì.,He applied for a patent for his invention.,他为他的发明申请了专利。 - Tā wèi tā de fāmíng shēnqǐngle zhuānlì.,Tā wèi tā de fāmíng shēnqǐngle zhuānlì. - He applied for a patent for his invention.
她做任何事都不随便放弃。,Tā zuò rènhé shì dōu bù suíbiàn fàngqì.,"Whenever he does something, he gives up easily.",她做任何事都不随便放弃。 - Tā zuò rènhé shì dōu bù suíbiàn fàngqì.,"Tā zuò rènhé shì dōu bù suíbiàn fàngqì. - Whenever he does something, he gives up easily."
你认为她成功的原因是什么？,Nǐ rènwéi tā chénggōng de yuányīn shì shénme?,What do you think is the reason for his success?,你认为她成功的原因是什么？ - Nǐ rènwéi tā chénggōng de yuányīn shì shénme?,Nǐ rènwéi tā chénggōng de yuányīn shì shénme? - What do you think is the reason for his success?
在这家餐厅吃饭，需要付百分之十五的付服务费。,"Zài zhè jiā cāntīng chīfàn, xūyào fù bǎi fēnzhī shíwǔ de fù fúwù fèi.","At this restaurant, you need to pay a fifteen percent tip.","在这家餐厅吃饭，需要付百分之十五的付服务费。 - Zài zhè jiā cāntīng chīfàn, xūyào fù bǎi fēnzhī shíwǔ de fù fúwù fèi.","Zài zhè jiā cāntīng chīfàn, xūyào fù bǎi fēnzhī shíwǔ de fù fúwù fèi. - At this restaurant, you need to pay a fifteen percent tip."
这次车展推出许多新式轿车，吸引不少顾客。,"Zhè cì chēzhǎn tuīchū xǔduō xīnshì jiàochē, xīyǐn bù shǎo gùkè.","Many new cars were launched at the auto show, attracting many customers.","这次车展推出许多新式轿车，吸引不少顾客。 - Zhè cì chēzhǎn tuīchū xǔduō xīnshì jiàochē, xīyǐn bù shǎo gùkè.","Zhè cì chēzhǎn tuīchū xǔduō xīnshì jiàochē, xīyǐn bù shǎo gùkè. - Many new cars were launched at the auto show, attracting many customers."
